name,recclass,mass,fall,year,reclat,reclong,GeoLocation,,nametype,id
Tanezrouft 007,H5,780,Found,1989,25.3,0.61667,"(25.300000, 0.616670)",,Valid,23808
Tanezrouft 008,H6,682,Found,1989,25.3,0.63333,"(25.300000, 0.633330)",,Valid,23809
Tanezrouft 009,H4/5,102,Found,1989,25.33333,0.46667,"(25.333330, 0.466670)",,Valid,23810
Tanezrouft 010,L/LL3,2500,Found,1991,26.07306,0.36833,"(26.073060, 0.368330)",,Valid,23811
Tanezrouft 011,L/LL5-6,3287,Found,1991,25.53389,0.36306,"(25.533890, 0.363060)",,Valid,23812
Tanezrouft 012,H6,736,Found,1991,25.43694,0.49389,"(25.436940, 0.493890)",,Valid,23813
Tanezrouft 013,L6,1480,Found,1991,25.47556,0.70833,"(25.475560, 0.708330)",,Valid,23814
Tanezrouft 014,H4,365,Found,1991,25.46306,0.70444,"(25.463060, 0.704440)",,Valid,23815
Tanezrouft 015,H4-5,380,Found,1991,25.43667,0.48806,"(25.436670, 0.488060)",,Valid,23816
Tanezrouft 016,H5/6,180,Found,1991,25.40361,0.52528,"(25.403610, 0.525280)",,Valid,23817
Tanezrouft 017,H5,347,Found,1991,24.71861,0.20833,"(24.718610, 0.208330)",,Valid,23818
Tanezrouft 018,L6,576,Found,1991,24.73444,0.20139,"(24.734440, 0.201390)",,Valid,23819
Tanezrouft 019,H5,32,Found,1991,24.74611,0.19889,"(24.746110, 0.198890)",,Valid,23820
Tanezrouft 020,L6,143,Found,1991,25.13806,0.28528,"(25.138060, 0.285280)",,Valid,23821
Tanezrouft 021,L6,92,Found,1991,25.13194,0.41056,"(25.131940, 0.410560)",,Valid,23822
Tanezrouft 022,H6,48,Found,1991,25.11444,0.31472,"(25.114440, 0.314720)",,Valid,23823
Tanezrouft 023,H5,22,Found,1991,25.31222,-0.35583,"(25.312220, -0.355830)",,Valid,23824
Tanezrouft 024,H4,37,Found,1991,25.43389,0.01306,"(25.433890, 0.013060)",,Valid,23825
Tanezrouft 025,L6,621,Found,1991,25.44028,0.07528,"(25.440280, 0.075280)",,Valid,23826
Tanezrouft 026,H5,207,Found,1991,25.52611,0.60056,"(25.526110, 0.600560)",,Valid,23827
Tanezrouft 027,L/LL4,256,Found,1991,25.22583,0.17361,"(25.225830, 0.173610)",,Valid,23828
Tanezrouft 028,H3,15000,Found,1991,25.25306,0.14028,"(25.253060, 0.140280)",,Valid,23829
Tanezrouft 030,L3-5,146,Found,1991,25.14361,0.39639,"(25.143610, 0.396390)",,Valid,23831
Tanezrouft 031,EL5,28,Found,1991,25.16056,0.29944,"(25.160560, 0.299440)",,Valid,23832
Tanezrouft 032,H5,3150,Found,1991,25.37056,-0.0225,"(25.370560, -0.022500)",,Valid,23833
Tanezrouft 033,LL6,120,Found,1991,25.39222,-0.03639,"(25.392220, -0.036390)",,Valid,23834
Tanezrouft 034,H5,4720,Found,1991,25.43472,-0.09028,"(25.434720, -0.090280)",,Valid,23835
Tanezrouft 035,H5,106,Found,1991,25.48861,0.22222,"(25.488610, 0.222220)",,Valid,23836
Tanezrouft 036,H5,338,Found,1991,25.49972,0.66194,"(25.499720, 0.661940)",,Valid,23837
Tanezrouft 037,H4,114,Found,1992,25.60472,0.40306,"(25.604720, 0.403060)",,Valid,23838
Tanezrouft 038,L3.7,41,Found,1992,25.465,0.08361,"(25.465000, 0.083610)",,Valid,23839
Tanezrouft 039,L3,148,Found,1992,25.46611,0.07944,"(25.466110, 0.079440)",,Valid,23840
Tanezrouft 040,L3.9,46,Found,1992,25.46583,0.07361,"(25.465830, 0.073610)",,Valid,23841
Tanezrouft 041,L3.8,123,Found,1992,25.46806,0.06861,"(25.468060, 0.068610)",,Valid,23842
Tanezrouft 042,L3.7,800,Found,1992,25.46833,0.05722,"(25.468330, 0.057220)",,Valid,23843
Tanezrouft 043,H4/5,284,Found,1992,25.45861,-0.13806,"(25.458610, -0.138060)",,Valid,23844
Tanezrouft 044,H4,79,Found,1992,25.53444,0.09444,"(25.534440, 0.094440)",,Valid,23845
Tanezrouft 045,H4,472,Found,1992,25.53722,0.13722,"(25.537220, 0.137220)",,Valid,23846
Tanezrouft 046,H5,350,Found,1992,25.52389,0.31806,"(25.523890, 0.318060)",,Valid,23847
Tanezrouft 047,H6,170,Found,1992,25.45306,0.40167,"(25.453060, 0.401670)",,Valid,23848
Tanezrouft 048,H5,1342,Found,1992,25.3975,0.6075,"(25.397500, 0.607500)",,Valid,23849
Tanezrouft 049,H6,56,Found,1992,25.29278,-0.21111,"(25.292780, -0.211110)",,Valid,23850
Tanezrouft 050,H5,94,Found,1992,25.14556,0.0475,"(25.145560, 0.047500)",,Valid,23851
Tanezrouft 051,L6,59,Found,1992,25.14472,0.04083,"(25.144720, 0.040830)",,Valid,23852
Tanezrouft 052,H4,737,Found,1992,25.26306,-0.18889,"(25.263060, -0.188890)",,Valid,23853
Tanezrouft 053,L3.8,84,Found,1992,25.22056,0.31028,"(25.220560, 0.310280)",,Valid,23854
Tanezrouft 054,H5,576.4,Found,2002,25.43333,0.4,"(25.433330, 0.400000)",,Valid,23855
Tanezrouft 055,H4,251.4,Found,2002,25.4,0.41667,"(25.400000, 0.416670)",,Valid,23856
Tanezrouft 056,H6,151.1,Found,2002,25.48333,0.15,"(25.483330, 0.150000)",,Valid,23857
Tanezrouft 057,CK4-an,5400,Found,2002,25.26667,0.15,"(25.266670, 0.150000)",,Valid,23858
Tanezrouft 058,L6,2350,Found,2002,25.33333,0.55,"(25.333330, 0.550000)",,Valid,23859
Tanezrouft 059,L5,156.4,Found,2002,25.21667,0.21667,"(25.216670, 0.216670)",,Valid,23860
Tanezrouft 060,LL4,3650,Found,2002,25.28333,0.2,"(25.283330, 0.200000)",,Valid,23861
Tanezrouft 061,L3.9,65,Found,2002,25.3,0.2,"(25.300000, 0.200000)",,Valid,23862
Tanezrouft 062,L5,974,Found,2002,25.42556,0.0975,"(25.425560, 0.097500)",,Valid,23863
Tanezrouft 063,H4,1135,Found,2002,25.19583,0.23667,"(25.195830, 0.236670)",,Valid,23864
Tanezrouft 065,L4,30000,Found,2002,25.4075,0.13639,"(25.407500, 0.136390)",,Valid,23865
Tanezrouft 066,H6,1600,Found,2002,25.19278,0.78611,"(25.192780, 0.786110)",,Valid,23866
Tanezrouft 067,L-imp melt,50,Found,2002,25.53333,0.41667,"(25.533330, 0.416670)",,Valid,23867
Tanezrouft 068,H4/5,236,Found,2002,25.25,0.1,"(25.250000, 0.100000)",,Valid,23868
Tanezrouft 069,H5,180,Found,2002,25.28333,0.1,"(25.283330, 0.100000)",,Valid,23869
Tanezrouft 070,L6,240,Found,2002,25.58333,0.4,"(25.583330, 0.400000)",,Valid,23870
Tanezrouft 071,L5,107,Found,2002,25.26667,0.1,"(25.266670, 0.100000)",,Valid,23871
Tanezrouft 072,H6,62285,Found,2002,24.43817,0.103,"(24.438170, 0.103000)",,Valid,31333
Tanezrouft 073,L6,130,Found,2002,24.424,0.12233,"(24.424000, 0.122330)",,Valid,31334
Tanezrouft 074,H5,496,Found,2002,24.22217,0.4735,"(24.222170, 0.473500)",,Valid,31335
Tanezrouft 075,L6,616,Found,2002,24.06833,-1.3525,"(24.068330, -1.352500)",,Valid,31336
Tanezrouft 076,L6,3548,Found,2003,24.6205,-0.5617,"(24.620500, -0.561700)",,Valid,31337
Tanezrouft 077,L4,217,Found,2003,24.62112,-0.53962,"(24.621120, -0.539620)",,Valid,31338
Tanezrouft 078,L6,1599,Found,2003,24.73573,-0.52413,"(24.735730, -0.524130)",,Valid,31339
Tanezrouft 079,H6,1031,Found,2003,24.58025,-0.51863,"(24.580250, -0.518630)",,Valid,31340
Tanezrouft 080,L(LL)5,1056,Found,2003,24.6544,-0.56928,"(24.654400, -0.569280)",,Valid,31341
Tanezrouft 081,H5,213,Found,2003,25.24032,0.19848,"(25.240320, 0.198480)",,Valid,31342
Tanezrouft 082,CM2,1012,Found,2003,24.81727,-0.43427,"(24.817270, -0.434270)",,Valid,31343
Tanezrouft 083,L(LL)6,265,Found,2003,24.64805,-0.51437,"(24.648050, -0.514370)",,Valid,31344
Tanezrouft 084,L6,369,Found,2003,24.7561,-0.43458,"(24.756100, -0.434580)",,Valid,31345
Tanezrouft 085,H3.7,90.4,Found,2003,25.21283,0.03898,"(25.212830, 0.038980)",,Valid,31346
Tanezrouft 086,H5,136,Found,2003,25.29038,0.05622,"(25.290380, 0.056220)",,Valid,31347
Tanezrouft 087,H5,320,Found,2003,25.7561,0.26792,"(25.756100, 0.267920)",,Valid,31348
Tanezrouft 088,H5,660,Found,2002,25.36667,1.08333,"(25.366670, 1.083330)",,Valid,35728
Tanezrouft 089,L6,581,Found,2002,25.23333,0.15,"(25.233330, 0.150000)",,Valid,35729
Tanokami Mountain,"Iron, IIIE",174000,Found,1885,34.91667,135.96667,"(34.916670, 135.966670)",,Valid,23872
Taoudenni,Diogenite,24370,Found,2007,22.79167,-3.96667,"(22.791670, -3.966670)",,Valid,51580
Taouz 001,L6,2430,Found,1991,30.9,-4.23833,"(30.900000, -4.238330)",,Valid,23874
Taouz 002,LL6,8350,Found,1999,30.9,-3.96667,"(30.900000, -3.966670)",,Valid,23875
Tarahumara,"Iron, IIE",2500,Found,1994,28.5,-106.25,"(28.500000, -106.250000)",,Valid,23876
Tarbagatai,L5,370,Found,1912,51.36667,107.38333,"(51.366670, 107.383330)",,Valid,23878
Tarfa,L6,1040,Found,1954,19.5,55.5,"(19.500000, 55.500000)",,Valid,23879
Tarlton,H4,226.5,Found,1967,39.32,-82.37,"(39.320000, -82.370000)",,Valid,23880
Tassédet 001,H5,560,Found,2001,18.06833,6.66833,"(18.068330, 6.668330)",,Valid,23881
Tassédet 002,H5,9.4,Found,2001,18.237,6.51983,"(18.237000, 6.519830)",,Valid,23882
Tassédet 003,H5,12.5,Found,2001,18.30033,6.50683,"(18.300330, 6.506830)",,Valid,23883
Tatum,H4,1787,Found,1938,33.23333,-103.44167,"(33.233330, -103.441670)",,Valid,23886
Tawallah Valley,"Iron, IVB",75750,Found,1939,-15.7,135.66667,"(-15.700000, 135.666670)",,Valid,23889
Taylor Glacier 05180,L5,244.2,Found,2005,,,,,Valid,36586
Taylor Glacier 05181,"Iron, IIE",544.1,Found,2005,,,,,Valid,45397
Taylor Glacier 82700,L4,892.1,Found,1982,-77.73333,162.16667,"(-77.733330, 162.166670)",,Valid,23890
Tazewell,"Iron, IAB-sLH",27000,Found,1853,36.43333,-83.75,"(36.433330, -83.750000)",,Valid,23891
Techado,"Iron, IIE",810,Found,1983,34.53333,-108.35,"(34.533330, -108.350000)",,Valid,23892
Yamato 86241,H4,1.6,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29747
Yamato 86242,H4,1.38,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29748
Yamato 86243,H4,1.4,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29749
Yamato 86244,H4,1.15,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29750
Yamato 86245,H4,0.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29751
Yamato 86246,H4,1.32,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29752
Yamato 86247,H4,1.09,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29753
Yamato 86248,H4,0.89,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29754
Yamato 86249,H4,1.12,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29755
Yamato 86250,H4,0.7,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29756
Yamato 86251,H4,1.14,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29757
Yamato 86252,H4,1.51,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29758
Yamato 86253,H4,1.3,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29759
Yamato 86254,H4,1.11,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29760
Yamato 86255,H4,1.6,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29761
Yamato 86256,H4,0.97,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29762
Yamato 86257,H4,1.18,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29763
Yamato 86258,H4,1.05,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29764
Yamato 86259,H4,0.73,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29765
Yamato 86260,H4,0.51,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29766
Yamato 86261,H4,0.88,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29767
Yamato 86262,H4,0.65,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29768
Yamato 86263,H4,0.86,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29769
Yamato 86264,H4,0.68,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29770
Yamato 86265,H4,0.87,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29771
Yamato 86266,H4,0.44,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29772
Yamato 86267,H4,0.82,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29773
Yamato 86268,H4,0.51,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29774
Yamato 86269,H4,0.28,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29775
Yamato 86270,H4,1.17,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29776
Yamato 86271,H4,177.15,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29777
Yamato 86272,H4,110.69,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29778
Yamato 86273,H4,63.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29779
Yamato 86274,H4,68.48,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29780
Yamato 86275,H4,46.48,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29781
Yamato 86276,H4,41.34,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29782
Yamato 86277,H4,33.35,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29783
Yamato 86278,H4,40.23,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29784
Yamato 86279,H4,35.91,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29785
Yamato 86280,H4,26.46,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29786
Yamato 86281,H4,35.62,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29787
Yamato 86282,H4,17.43,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29788
Yamato 86283,H4,23.53,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29789
Yamato 86284,H4,17.9,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29790
Yamato 86285,H4,23.15,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29791
Yamato 86286,H4,22.05,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29792
Yamato 86287,H4,23.52,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29793
Yamato 86288,H4,16.4,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29794
Yamato 86289,H4,12.45,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29795
Yamato 86290,H4,14.75,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29796
Yamato 86291,H4,10.86,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29797
Yamato 86292,H4,19.98,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29798
Yamato 86293,H4,14.63,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29799
Yamato 86294,H4,13.87,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29800
Yamato 86295,H4,10.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29801
Yamato 86296,H4,10.83,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29802
Yamato 86297,H4,9.55,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29803
Yamato 86298,H4,12.39,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29804
Yamato 86299,H4,14.66,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29805
Yamato 86300,H4,13.08,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29806
Yamato 86301,H4,13.67,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29807
Yamato 86302,H4,14.74,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29808
Yamato 86303,H4,7.73,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29809
Yamato 86304,H4,7.09,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29810
Yamato 86305,H4,7.65,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29811
Yamato 86306,H4,8.33,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29812
Yamato 86307,H4,8.36,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29813
Yamato 86308,H4,9.24,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29814
Yamato 86309,H4,9.64,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29815
Yamato 86310,H4,8.99,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29816
Yamato 86311,H4,7.39,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29817
Yamato 86312,H4,8.15,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29818
Yamato 86313,H4,7.42,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29819
Yamato 86314,H4,9.63,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29820
Yamato 86315,H4,7.69,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29821
Yamato 86316,H4,8.14,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29822
Yamato 86317,H4,7.68,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29823
Yamato 86318,H4,9.9,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29824
Yamato 86319,H4,5.72,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29825
Yamato 86320,H4,6.72,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29826
Yamato 86321,H4,10.19,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29827
Yamato 86322,H4,7.58,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29828
Yamato 86323,H4,9.8,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29829
Yamato 86324,H4,8.32,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29830
Yamato 86325,H4,6.72,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29831
Yamato 86326,H4,6.41,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29832
Yamato 86327,H4,5.72,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29833
Yamato 86328,H4,4.42,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29834
Yamato 86329,H4,4.64,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29835
Yamato 86330,H4,7.77,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29836
Yamato 86331,H4,10.18,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29837
Yamato 86332,H4,4.74,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29838
Yamato 86333,H4,8.02,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29839
Yamato 86334,H4,6,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29840
Yamato 86335,H4,4.51,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29841
Yamato 86336,H4,6.09,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29842
Yamato 86337,H4,7.48,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29843
Yamato 86338,H4,4.31,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29844
Yamato 86339,H4,6.28,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29845
Yamato 86340,H4,6.11,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29846
Yamato 86341,H4,5.99,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29847
Yamato 86342,H4,6.78,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29848
Yamato 86343,H4,4.36,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29849
Yamato 86344,H4,4.91,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29850
Yamato 86345,H4,6.31,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29851
Yamato 86346,H4,3.84,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29852
Yamato 86347,H4,5.26,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29853
Yamato 86348,H4,7.25,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29854
Yamato 86349,H4,7.07,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29855
Yamato 86350,H4,4.32,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29856
Yamato 86351,H4,7.14,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29857
Yamato 86352,H4,4.85,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29858
Yamato 86353,H4,6.52,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29859
Yamato 86354,H4,5.68,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29860
Yamato 86355,H4,4.76,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29861
Yamato 86356,H4,6.43,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29862
Yamato 86357,H4,4.38,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29863
Yamato 86358,H4,5.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29864
Yamato 86359,H4,7.94,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29865
Yamato 86360,H4,5.16,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29866
Yamato 86361,H4,6.77,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29867
Yamato 86362,H4,4.04,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29868
Yamato 86363,H4,5.71,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29869
Yamato 86364,H4,5.17,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29870
Yamato 86365,H4,3.65,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29871
Yamato 86366,H4,6.16,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29872
Yamato 86367,H4,5.86,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29873
Yamato 86368,H4,3.67,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29874
Yamato 86369,H4,4.75,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29875
Yamato 86370,H4,3.32,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29876
Yamato 86371,H4,5.75,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29877
Yamato 86372,H4,5.89,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29878
Yamato 86373,H4,5.67,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29879
Yamato 86374,H4,5.66,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29880
Yamato 86375,H4,4.32,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29881
Yamato 86376,H4,4.2,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29882
Yamato 86377,H4,4.21,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29883
Yamato 86378,H4,4.93,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29884
Yamato 86379,H4,4.73,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29885
Yamato 86380,H4,4.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29886
Yamato 86381,H4,4.61,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29887
Yamato 86382,H4,4.15,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29888
Yamato 86383,H4,4.59,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29889
Yamato 86384,H4,4.43,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29890
Yamato 86385,H4,4.93,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29891
Yamato 86386,H4,3.24,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29892
Yamato 86387,H4,4.14,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29893
Yamato 86388,H4,3.7,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29894
Yamato 86389,H4,5.18,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29895
Yamato 86390,H4,3.99,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29896
Yamato 86391,H4,4.27,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29897
Yamato 86392,H4,3.95,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29898
Yamato 86393,H4,3.36,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29899
Yamato 86394,H4,3.31,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29900
Yamato 86395,H4,3.2,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29901
Yamato 86396,H4,3.12,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29902
Yamato 86397,H4,3.09,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29903
Yamato 86398,H4,3.51,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29904
Yamato 86399,H4,4.27,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29905
Yamato 86401,H4,2.59,Found,1986,-71.5,35.66667,"(-71.500000, 35.666670)",,Valid,29907
